Job Title,Job Company,Job Location,Salary Estimate,Company Rating,Company Rating Numbers,Company Size,Company Type,Company Industry,Company Sector,Company Revenue,Company Founded
"L’Oréal, eRetail Data Science","L'Oreal
3.9","New York, NY",$57K - $138K (Glassdoor est.),"3.9
★★★★★",205,10000+ Employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1909
Enterprise Research Data Product Manager,"Bloomberg
4.1","New York, NY",$98K - $205K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
"Lead, Data Analyst","Wework
3.6","New York, NY",$65K - $120K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,2010
"Data Scientist, Platforms & News Partnerships",Dow Jones,"New York, NY",$79K - $149K (Glassdoor est.),"3.7
★★★★★",62,5001 to 10000 Employees,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD),1882
Staff Data Scientist - Product Analytics,"Intuit - Data
4.5","New York, NY",$106K - $183K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
Senior Business Data Analyst,"Intuit - Data
4.5","New York, NY",$72K - $126K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
Data Analyst,Flywheel Software,"New York, NY",$70K - $95K (Employer est.),-1,0,,,,,,
AI Data Scientist,Viridios AI,"New York, NY",$76K - $153K (Glassdoor est.),-1,0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Senior Data Engineer,Dow Jones,"New York, NY",$100K - $169K (Glassdoor est.),"3.7
★★★★★",62,5001 to 10000 Employees,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD),1882
Adjunct: COMPUTER AND DATA SCIENCE FACULTY (EVENINGS & WEEKEND),"Monroe College
3.8","Bronx, NY",$34K - $82K (Glassdoor est.),"3.8
★★★★★",17,501 to 1000 Employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1933
Senior Business Intelligence Analyst,"Menlo Park
5.0","New York, NY",$120K - $150K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Senior Data Analyst,"Harnham
4.0","New York, NY",$100K - $120K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Data Engineer,Michael Page,"New York, NY",$58K - $114K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
Data Analyst- Full Time Remote,Michael Page,"New York, NY",$40K - $96K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
100% REMOTE Mid-level Data Scientist,CyberCoders,"New York, NY",$100K - $120K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
100% REMOTE- Data Engineer,CyberCoders,"New York, NY",$130K - $150K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
"Manager, Game Data Science","Harnham
4.0","New York, NY",$220K - $250K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Client Strategist (Direct Hire - Research & Analytics Firm),Employment Practices Group,"New York, NY",$100K - $125K (Employer est.),-1,0,,,,,,
Data Engineer,"Sightly
4.5","New York, NY",$110K - $140K (Employer est.),"4.5
★★★★★",0,1 to 50 Employees,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),
"Data Modeling & Visualization Development Analyst, Enterprise Products","Bloomberg
4.1","New York, NY",$89K - $170K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
"Sr Data Analyst, AMERICAS",Smart AdServer,"New York, NY",$95K - $115K,-1,0,,,,,,
Data Engineer,"Wework
3.6","New York, NY",$78K - $151K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,2010
CLO Research Analyst,PreciseSource,"New York, NY",$150K - $180K (Employer est.),-1,0,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,2016
"L’Oréal, eRetail Data Science","L'Oreal
3.9","New York, NY",$57K - $138K (Glassdoor est.),"3.9
★★★★★",205,10000+ Employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1909
Enterprise Research Data Product Manager,"Bloomberg
4.1","New York, NY",$98K - $205K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Technical Sourcer - Data Science & Analytics,"Uber
4.0","New York, NY",$81K - $161K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
"Lead, Data Analyst","Wework
3.6","New York, NY",$65K - $120K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,2010
Staff Data Scientist - Product Analytics,"Intuit - Data
4.5","New York, NY",$106K - $183K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
"Data Scientist, Platforms & News Partnerships",Dow Jones,"New York, NY",$79K - $149K (Glassdoor est.),"3.7
★★★★★",62,5001 to 10000 Employees,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD),1882
Senior Business Data Analyst,"Intuit - Data
4.5","New York, NY",$72K - $126K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
Data Analyst,Flywheel Software,"New York, NY",$70K - $95K (Employer est.),-1,0,,,,,,
AI Data Scientist,Viridios AI,"New York, NY",$76K - $153K (Glassdoor est.),-1,0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Senior Data Engineer,Dow Jones,"New York, NY",$100K - $169K (Glassdoor est.),"3.7
★★★★★",62,5001 to 10000 Employees,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD),1882
Data Analyst- Full Time Remote,Michael Page,"New York, NY",$40K - $96K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
Data Engineer,Michael Page,"New York, NY",$58K - $114K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
100% REMOTE Mid-level Data Scientist,CyberCoders,"New York, NY",$100K - $120K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Senior Business Intelligence Analyst,"Menlo Park
5.0","New York, NY",$120K - $150K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Senior Data Analyst,"Harnham
4.0","New York, NY",$100K - $120K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
100% REMOTE- Data Engineer,CyberCoders,"New York, NY",$130K - $150K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Senior Data Scientist,"Harnham
4.0","New York, NY",$140K - $160K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Data Engineer,"Onward Search
3.9","New York, NY",$67K - $124K (Glassdoor est.),"3.9
★★★★★",2,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),2007
Client Strategist (Direct Hire - Research & Analytics Firm),Employment Practices Group,"New York, NY",$100K - $125K (Employer est.),-1,0,,,,,,
Data Engineer,"Sightly
4.5","New York, NY",$110K - $140K (Employer est.),"4.5
★★★★★",0,1 to 50 Employees,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),
"Data Modeling & Visualization Development Analyst, Enterprise Products","Bloomberg
4.1","New York, NY",$89K - $170K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
"Sr Data Analyst, AMERICAS",Smart AdServer,"New York, NY",$95K - $115K,-1,0,,,,,,
CLO Research Analyst,PreciseSource,"New York, NY",$150K - $180K (Employer est.),-1,0,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,2016
Data Engineer,"Wework
3.6","New York, NY",$78K - $151K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,2010
"Lead, Data Analyst","Wework
3.6","New York, NY",$65K - $120K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,2010
Technical Sourcer - Data Science & Analytics,"Uber
4.0","New York, NY",$81K - $161K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
"L’Oréal, eRetail Data Science","L'Oreal
3.9","New York, NY",$57K - $138K (Glassdoor est.),"3.9
★★★★★",205,10000+ Employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1909
Enterprise Research Data Product Manager,"Bloomberg
4.1","New York, NY",$98K - $205K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Staff Data Scientist - Product Analytics,"Intuit - Data
4.5","New York, NY",$106K - $183K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
Senior Business Data Analyst,"Intuit - Data
4.5","New York, NY",$72K - $126K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
AI Data Scientist,Viridios AI,"New York, NY",$76K - $153K (Glassdoor est.),-1,0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Data Analyst,Flywheel Software,"New York, NY",$70K - $95K (Employer est.),-1,0,,,,,,
Data Engineer,Michael Page,"New York, NY",$58K - $114K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
Adjunct: COMPUTER AND DATA SCIENCE FACULTY (EVENINGS & WEEKEND),"Monroe College
3.8","Bronx, NY",$34K - $82K (Glassdoor est.),"3.8
★★★★★",17,501 to 1000 Employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1933
Data Analyst- Full Time Remote,Michael Page,"New York, NY",$40K - $96K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
Senior Data Engineer,Dow Jones,"New York, NY",$100K - $169K (Glassdoor est.),"3.7
★★★★★",62,5001 to 10000 Employees,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD),1882
100% REMOTE Mid-level Data Scientist,CyberCoders,"New York, NY",$100K - $120K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Senior Data Analyst,"Harnham
4.0","New York, NY",$100K - $120K (Employer est.),"4.0
★★★★★",19,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),2006
Senior Business Intelligence Analyst,"Menlo Park
5.0","New York, NY",$120K - $150K (Employer est.),"5.0
★★★★★",0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
100% REMOTE- Data Engineer,CyberCoders,"New York, NY",$130K - $150K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Data Engineer,"Onward Search
3.9","New York, NY",$67K - $124K (Glassdoor est.),"3.9
★★★★★",2,51 to 200 Employees,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),2007
"Data Analyst, Research Outcomes",CyberCoders,"White Plains, NY",$80K - $90K (Employer est.),"4.1
★★★★★",52,201 to 500 Employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),1999
Client Strategist (Direct Hire - Research & Analytics Firm),Employment Practices Group,"New York, NY",$100K - $125K (Employer est.),-1,0,,,,,,
Data Engineer,"Sightly
4.5","New York, NY",$110K - $140K (Employer est.),"4.5
★★★★★",0,1 to 50 Employees,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),
"Data Modeling & Visualization Development Analyst, Enterprise Products","Bloomberg
4.1","New York, NY",$89K - $170K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Data Engineer,"Wework
3.6","New York, NY",$78K - $151K,"3.6
★★★★★",408,10000+ Employees,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,2010
"Sr Data Analyst, AMERICAS",Smart AdServer,"New York, NY",$95K - $115K (Employer est.),-1,0,,,,,,
CLO Research Analyst,PreciseSource,"New York, NY",$150K - $180K (Employer est.),-1,0,1 to 50 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,2016
"Lead, Data Analyst","Wework
3.6","New York, NY",$65K - $120K (Glassdoor est.),"3.6
★★★★★",408,10000+ Employees,Company - Private,Membership Organizations,Business Services,Unknown / Non-Applicable,2010
Enterprise Research Data Product Manager,"Bloomberg
4.1","New York, NY",$98K - $205K (Glassdoor est.),"4.1
★★★★★",1850,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1981
Technical Sourcer - Data Science & Analytics,"Uber
4.0","New York, NY",$81K - $161K (Glassdoor est.),"4.0
★★★★★",3142,10000+ Employees,Company - Public,Internet,Information Technology,$10+ billion (USD),2009
"L’Oréal, eRetail Data Science","L'Oreal
3.9","New York, NY",$57K - $138K (Glassdoor est.),"3.9
★★★★★",205,10000+ Employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),1909
Staff Data Scientist - Product Analytics,"Intuit - Data
4.5","New York, NY",$106K - $183K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
Senior Business Data Analyst,"Intuit - Data
4.5","New York, NY",$72K - $126K (Glassdoor est.),"4.5
★★★★★",1583,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),1983
AI Data Scientist,Viridios AI,"New York, NY",$76K - $153K (Glassdoor est.),-1,0,1 to 50 Employees,Company - Private,,,Unknown / Non-Applicable,
Data Analyst,Flywheel Software,"New York, NY",$70K - $95K (Employer est.),-1,0,,,,,,
Data Engineer,Michael Page,"New York, NY",$58K - $114K (Glassdoor est.),-1,0,5001 to 10000 Employees,Company - Private,,,$10+ billion (USD),1976
Senior Data Engineer,Dow Jones,"New York, NY",$100K - $169K (Glassdoor est.),"3.7
★★★★★",62,5001 to 10000 Employees,Subsidiary or Business Segment,News Outlet,Media,$500 million to $1 billion (USD),1882
